Last Name/Surname,Total,Two or More Races,Percentage,Rank,U.S. Rank
MATTOS,"4,260",235,5.52%,"2,641","7,785"
ESTEP,"14,037",234,1.67%,"2,642","2,575"
WYLIE,"11,975",234,1.95%,"2,643","2,993"
BROTHERS,"11,619",234,2.01%,"2,644","3,096"
AHN,"10,567",234,2.21%,"2,645","3,379"
DALLAS,"9,418",234,2.48%,"2,646","3,761"
SMOOT,"9,168",234,2.55%,"2,647","3,868"
RIDGEWAY,"8,975",234,2.61%,"2,648","3,960"
SELLS,"8,633",234,2.71%,"2,649","4,110"
BEAR,"8,252",234,2.84%,"2,650","4,308"
SPEARMAN,"8,199",234,2.85%,"2,651","4,330"
ISHII,"1,873",234,12.49%,"2,652","15,606"
ARCHIE,"7,035",233,3.31%,"2,653","4,990"
MIYAMOTO,"2,159",233,10.79%,"2,654","13,967"
GALLO,"23,056",233,1.01%,"2,655","1,560"
ROSEN,"22,596",233,1.03%,"2,656","1,585"
STONER,"16,204",233,1.44%,"2,657","2,246"
OLDHAM,"12,928",233,1.80%,"2,658","2,792"
TURPIN,"11,937",233,1.95%,"2,659","3,005"
DOUGHTY,"11,880",233,1.96%,"2,660","3,019"
MONTAGUE,"11,258",233,2.07%,"2,661","3,209"
BUNN,"11,180",233,2.08%,"2,662","3,230"
JOSHI,"10,089",233,2.31%,"2,663","3,542"
MCLAURIN,"8,045",233,2.90%,"2,664","4,414"
VELASCO,"33,078",232,0.70%,"2,665","1,061"
ZHENG,"25,242",232,0.92%,"2,666","1,409"
BOUDREAUX,"15,976",232,1.45%,"2,667","2,282"
LAWLER,"14,387",232,1.61%,"2,668","2,516"
LINDER,"13,830",232,1.68%,"2,669","2,607"
FENNELL,"11,410",232,2.03%,"2,670","3,163"
HARLAN,"11,339",232,2.05%,"2,671","3,188"
COBLE,"9,204",232,2.52%,"2,672","3,846"
ROUNDTREE,"6,439",232,3.60%,"2,673","5,405"
CORDOVA,"45,305",231,0.51%,"2,674",762
ENRIQUEZ,"41,271",231,0.56%,"2,675",837
FAUST,"16,066",231,1.44%,"2,676","2,263"
BAUGHMAN,"14,230",231,1.62%,"2,677","2,543"
THRASHER,"12,836",231,1.80%,"2,678","2,807"
HANNON,"11,893",231,1.94%,"2,679","3,016"
EDGE,"11,556",231,2.00%,"2,680","3,119"
BREEDEN,"11,395",231,2.03%,"2,681","3,169"
PEMBERTON,"11,272",231,2.05%,"2,682","3,207"
BANNISTER,"8,639",231,2.67%,"2,683","4,105"
SHIMIZU,"2,613",231,8.84%,"2,684","11,960"
POINTER,"7,453",230,3.09%,"2,685","4,752"
MACON,"7,008",230,3.28%,"2,686","5,013"
COBBS,"6,565",230,3.50%,"2,687","5,306"
DEVERA,"4,386",230,5.24%,"2,688","7,575"
HOSSEINI,"1,202",230,19.13%,"2,689","21,672"
MOHAMMADI,"1,087",230,21.16%,"2,690","23,397"
VALENZUELA,"57,383",230,0.40%,"2,691",584
KOEHLER,"19,368",230,1.19%,"2,692","1,853"
ECKERT,"17,269",230,1.33%,"2,693","2,093"
KOHLER,"16,686",230,1.38%,"2,694","2,177"
FOSS,"14,094",230,1.63%,"2,695","2,563"
BRASWELL,"13,838",230,1.66%,"2,696","2,605"
OCAMPO,"25,720",229,0.89%,"2,697","1,374"
DINH,"17,081",229,1.34%,"2,698","2,119"
MILLARD,"12,843",229,1.78%,"2,699","2,805"
KEELER,"11,546",229,1.98%,"2,700","3,124"
GATLIN,"10,785",229,2.12%,"2,701","3,329"
PLUNKETT,"10,758",229,2.13%,"2,702","3,335"
LUMPKIN,"9,307",229,2.46%,"2,703","3,805"
RICKARD,"9,128",229,2.51%,"2,704","3,886"
GREATHOUSE,"8,217",229,2.79%,"2,705","4,324"
MCKOY,"7,820",229,2.93%,"2,706","4,535"
MOHAN,"6,188",229,3.70%,"2,707","5,616"
ISSA,"4,088",229,5.60%,"2,708","8,110"
BECKETT,"11,763",228,1.94%,"2,709","3,045"
NILSON,"10,010",228,2.28%,"2,710","3,562"
BEDFORD,"8,814",228,2.59%,"2,711","4,029"
ODEN,"8,240",228,2.77%,"2,712","4,315"
CORCORAN,"17,607",227,1.29%,"2,713","2,044"
READ,"17,048",227,1.33%,"2,714","2,127"
CREECH,"14,264",227,1.59%,"2,715","2,538"
HOOK,"13,437",227,1.69%,"2,716","2,680"
BIRCH,"12,161",227,1.87%,"2,717","2,954"
STUCKEY,"11,846",227,1.92%,"2,718","3,026"
HARKINS,"11,662",227,1.95%,"2,719","3,080"
DIAL,"10,997",227,2.06%,"2,720","3,287"
VAN,"10,798",227,2.10%,"2,721","3,320"
CROMWELL,"8,087",227,2.81%,"2,722","4,397"
CHOCK,952,227,23.84%,"2,723","25,849"
STROTHER,"7,170",226,3.15%,"2,724","4,910"
ABAD,"6,446",226,3.51%,"2,725","5,401"
OGAWA,"1,887",226,11.98%,"2,726","15,508"
CORDERO,"30,158",226,0.75%,"2,727","1,164"
PELLETIER,"17,808",226,1.27%,"2,728","2,026"
MOSHER,"15,672",226,1.44%,"2,729","2,325"
SCHULER,"14,745",226,1.53%,"2,730","2,448"
WHITTEN,"14,054",226,1.61%,"2,731","2,571"
KEENER,"13,687",226,1.65%,"2,732","2,633"
STAMPER,"13,528",226,1.67%,"2,733","2,666"
RHOADS,"13,389",226,1.69%,"2,734","2,690"
BOLIN,"12,962",226,1.74%,"2,735","2,783"
FULTZ,"11,342",226,1.99%,"2,736","3,187"
CARMAN,"11,302",226,2.00%,"2,737","3,198"
DUNNING,"10,784",226,2.10%,"2,738","3,330"
MARCH,"10,719",226,2.11%,"2,739","3,344"
PEACE,"8,841",226,2.56%,"2,740","4,022"
ARMOUR,"8,139",226,2.78%,"2,741","4,366"
ANGELES,"14,128",225,1.59%,"2,742","2,559"
ROBB,"13,402",225,1.68%,"2,743","2,686"
ELY,"13,130",225,1.71%,"2,744","2,745"
COWART,"11,621",225,1.94%,"2,745","3,095"
SOWELL,"9,612",225,2.34%,"2,746","3,696"
CAMARA,"8,324",225,2.70%,"2,747","4,263"
SAYLOR,"16,010",224,1.40%,"2,748","2,276"
WAGONER,"15,118",224,1.48%,"2,749","2,401"
BAIL,"14,957",224,1.50%,"2,750","2,421"
MAIN,"12,776",224,1.75%,"2,751","2,824"
BREAUX,"12,705",224,1.76%,"2,752","2,842"
EDGAR,"11,895",224,1.88%,"2,753","3,014"
BRACKETT,"11,027",224,2.03%,"2,754","3,278"
JOSE,"10,697",224,2.09%,"2,755","3,348"
HARDMAN,"9,430",224,2.38%,"2,756","3,755"
SMAIL,"9,097",224,2.46%,"2,757","3,900"
WINFIELD,"8,230",224,2.72%,"2,758","4,318"
WOODEN,"7,547",224,2.97%,"2,759","4,702"
PRIDE,"7,172",224,3.12%,"2,760","4,908"
HSIEH,"6,382",224,3.51%,"2,761","5,453"
SAAD,"5,461",224,4.10%,"2,762","6,253"
MATSUDA,"2,038",224,10.99%,"2,763","14,604"
KRAUS,"19,028",223,1.17%,"2,764","1,890"
BECKMAN,"15,045",223,1.48%,"2,765","2,412"
KILLIAN,"12,717",223,1.75%,"2,766","2,833"
MOFFETT,"11,853",223,1.88%,"2,767","3,025"
IQBAL,"5,764",223,3.87%,"2,768","5,970"
KHOURY,"5,753",223,3.88%,"2,769","5,980"
STOWERS,"6,657",222,3.33%,"2,770","5,239"
PINKNEY,"6,378",222,3.48%,"2,771","5,456"
BLANKS,"6,229",222,3.56%,"2,772","5,578"
COLON,"67,338",222,0.33%,"2,773",497
VILLA,"52,817",222,0.42%,"2,774",644
FELDMAN,"23,356",222,0.95%,"2,775","1,540"
VOGT,"18,061",222,1.23%,"2,776","2,002"
ALBRECHT,"17,581",222,1.26%,"2,777","2,047"
FERRER,"17,057",222,1.30%,"2,778","2,123"
KNUTSON,"16,910",222,1.31%,"2,779","2,145"
TOBIAS,"14,482",222,1.53%,"2,780","2,494"
HUMPHREYS,"13,895",222,1.60%,"2,781","2,593"
MCALISTER,"11,665",222,1.90%,"2,782","3,078"
MCNEELY,"11,350",222,1.96%,"2,783","3,183"
HARDWICK,"10,841",222,2.05%,"2,784","3,310"
ANGLIN,"10,396",222,2.14%,"2,785","3,434"
STEPHEN,"9,925",222,2.24%,"2,786","3,585"
GARZA,"147,005",221,0.15%,"2,787",186
VICK,"14,421",221,1.53%,"2,788","2,511"
HARMS,"14,377",221,1.54%,"2,789","2,518"
CHASTAIN,"13,655",221,1.62%,"2,790","2,637"
GIRARD,"12,975",221,1.70%,"2,791","2,778"
BERTRAND,"12,461",221,1.77%,"2,792","2,881"
STANFIELD,"11,229",221,1.97%,"2,793","3,215"
PEEK,"11,062",221,2.00%,"2,794","3,263"
BURGE,"10,364",221,2.13%,"2,795","3,447"
BURLEY,"8,542",221,2.59%,"2,796","4,149"
CANTY,"8,047",221,2.75%,"2,797","4,413"
ARAKAKI,"1,648",221,13.41%,"2,798","17,182"
ROCHE,"18,940",220,1.16%,"2,799","1,895"
CARLOS,"15,462",220,1.42%,"2,800","2,357"
SOUSA,"15,377",220,1.43%,"2,801","2,370"
LANCE,"13,122",220,1.68%,"2,802","2,747"
WATERMAN,"12,177",220,1.81%,"2,803","2,947"
DAILY,"11,276",220,1.95%,"2,804","3,205"
SAGE,"11,207",220,1.96%,"2,805","3,222"
LEIGH,"10,213",220,2.15%,"2,806","3,499"
MCFARLANE,"9,319",220,2.36%,"2,807","3,795"
KWAN,"8,965",220,2.45%,"2,808","3,966"
GASKIN,"7,039",220,3.13%,"2,809","4,987"
SHIM,"4,958",220,4.44%,"2,810","6,801"
AKINA,534,220,41.20%,"2,811","40,856"
CARRILLO,"91,129",219,0.24%,"2,812",340
MAURER,"20,707",219,1.06%,"2,813","1,729"
OKEEFE,"17,414",219,1.26%,"2,814","2,079"
ROONEY,"16,823",219,1.30%,"2,815","2,156"
BRENNER,"16,114",219,1.36%,"2,816","2,255"
HEATON,"13,834",219,1.58%,"2,817","2,606"
MASTERSON,"12,117",219,1.81%,"2,818","2,961"
FAULK,"11,656",219,1.88%,"2,819","3,084"
NETTLES,"11,302",219,1.94%,"2,820","3,198"
SEELEY,"11,061",219,1.98%,"2,821","3,264"
TURLEY,"10,524",219,2.08%,"2,822","3,398"
WAYNE,"10,215",219,2.14%,"2,823","3,498"
JEFFERY,"9,766",219,2.24%,"2,824","3,638"
SIEGEL,"21,536",218,1.01%,"2,825","1,674"
CULP,"13,081",218,1.67%,"2,826","2,756"
SHEN,"12,839",218,1.70%,"2,827","2,806"
DANIELSON,"12,833",218,1.70%,"2,828","2,808"
SISSON,"11,380",218,1.92%,"2,829","3,177"
LANEY,"10,796",218,2.02%,"2,830","3,323"
BESS,"9,663",218,2.26%,"2,831","3,677"
SAVOY,"7,649",218,2.85%,"2,832","4,638"
RANA,"7,145",218,3.05%,"2,833","4,923"
STURDIVANT,"7,223",217,3.00%,"2,834","4,876"
IVORY,"7,201",217,3.01%,"2,835","4,893"
PELTIER,"7,140",217,3.04%,"2,836","4,927"
MANNS,"6,312",217,3.44%,"2,837","5,511"
THOMPKINS,"5,732",217,3.79%,"2,838","5,998"
SAKAI,"2,287",217,9.49%,"2,839","13,334"
BAUM,"16,334",217,1.33%,"2,840","2,230"
MATTINGLY,"15,050",217,1.44%,"2,841","2,411"
CROFT,"13,047",217,1.66%,"2,842","2,766"
EAST,"12,684",217,1.71%,"2,843","2,843"
NEW,"11,903",217,1.82%,"2,844","3,011"
DANNER,"10,786",217,2.01%,"2,845","3,328"
MARR,"10,724",217,2.02%,"2,846","3,341"
NEIL,"10,228",217,2.12%,"2,847","3,496"
GUYTON,"8,191",217,2.65%,"2,848","4,337"
TOTH,"19,606",216,1.10%,"2,849","1,826"
MCHUGH,"18,422",216,1.17%,"2,850","1,962"
OROURKE,"16,457",216,1.31%,"2,851","2,213"
LOOMIS,"14,518",216,1.49%,"2,852","2,485"
MCCLELLAND,"14,092",216,1.53%,"2,853","2,564"
STOREY,"13,669",216,1.58%,"2,854","2,635"
MCCURDY,"12,463",216,1.73%,"2,855","2,880"
FORTE,"12,023",216,1.80%,"2,856","2,982"
PEPPER,"11,374",216,1.90%,"2,857","3,178"
RATCLIFF,"10,497",216,2.06%,"2,858","3,409"
HIGGS,"10,333",216,2.09%,"2,859","3,458"
SAXTON,"9,509",216,2.27%,"2,860","3,726"
ROBY,"9,315",216,2.32%,"2,861","3,798"
KEEL,"8,682",216,2.49%,"2,862","4,090"
KELSO,"8,671",216,2.49%,"2,863","4,096"
ROYSTER,"8,056",216,2.68%,"2,864","4,409"
BOATWRIGHT,"7,379",216,2.93%,"2,865","4,790"
NAKATA,"1,826",216,11.83%,"2,866","15,912"
ELLSWORTH,"13,813",215,1.56%,"2,867","2,611"
ANDRES,"12,821",215,1.68%,"2,868","2,813"
GRISSOM,"11,563",215,1.86%,"2,869","3,116"
MCADAMS,"11,547",215,1.86%,"2,870","3,122"
DAO,"11,211",215,1.92%,"2,871","3,220"
BACCHUS,"3,325",215,6.47%,"2,872","9,747"
DSOUZA,"3,417",214,6.26%,"2,873","9,511"
MAHMOUD,"3,342",214,6.40%,"2,874","9,709"
SETO,"2,814",214,7.60%,"2,875","11,229"
TIBBS,"7,294",214,2.93%,"2,876","4,835"
SCHWARZ,"15,884",214,1.35%,"2,877","2,295"
PEDERSON,"14,370",214,1.49%,"2,878","2,520"
FOUST,"12,366",214,1.73%,"2,879","2,900"
DORMAN,"11,739",214,1.82%,"2,880","3,053"
ALLARD,"10,047",214,2.13%,"2,881","3,553"
COLBURN,"10,005",214,2.14%,"2,882","3,564"
BIVENS,"9,603",214,2.23%,"2,883","3,701"
WHEATON,"9,202",214,2.33%,"2,884","3,847"
LEA,"9,180",214,2.33%,"2,885","3,863"
GROSSMAN,"17,484",213,1.22%,"2,886","2,067"
BARGER,"14,324",213,1.49%,"2,887","2,528"
HACKER,"13,625",213,1.56%,"2,888","2,642"
LUSK,"12,847",213,1.66%,"2,889","2,803"
APPLEGATE,"11,762",213,1.81%,"2,890","3,046"
WAUGH,"11,387",213,1.87%,"2,891","3,171"
CLARY,"11,139",213,1.91%,"2,892","3,241"
AYRES,"11,139",213,1.91%,"2,893","3,241"
COUNTS,"9,713",213,2.19%,"2,894","3,664"
JASPER,"9,632",213,2.21%,"2,895","3,687"
BUTT,"7,020",213,3.03%,"2,896","5,007"
ALEXIS,"6,915",213,3.08%,"2,897","5,070"
COOKS,"6,157",213,3.46%,"2,898","5,640"
SANDHU,"7,190",212,2.95%,"2,899","4,900"
TOMA,"4,399",212,4.82%,"2,900","7,558"
FONSECA,"25,863",212,0.82%,"2,901","1,363"
FORTNER,"11,951",212,1.77%,"2,902","3,001"
VINES,"10,061",212,2.11%,"2,903","3,547"
YUN,"8,933",212,2.37%,"2,904","3,981"
GUESS,"7,871",212,2.69%,"2,905","4,507"
PANGELINAN,"1,182",212,17.94%,"2,906","21,960"
AKBAR,"2,567",211,8.22%,"2,907","12,136"
PRAKASH,"2,494",211,8.46%,"2,908","12,447"
HAKIMI,"1,016",211,20.77%,"2,909","24,593"
GERBER,"16,732",211,1.26%,"2,910","2,170"
MAGUIRE,"16,713",211,1.26%,"2,911","2,173"
GAVIN,"14,061",211,1.50%,"2,912","2,569"
WALLIS,"11,594",211,1.82%,"2,913","3,104"
DEES,"10,887",211,1.94%,"2,914","3,299"
TAI,"4,401",211,4.79%,"2,915","7,553"
HAMIDI,809,211,26.08%,"2,916","29,261"
PETTIS,"7,354",210,2.86%,"2,917","4,807"
RAHMANI,"1,056",210,19.89%,"2,918","23,899"
MOHR,"17,180",210,1.22%,"2,919","2,106"
GERMAN,"16,661",210,1.26%,"2,920","2,182"
FORRESTER,"13,878",210,1.51%,"2,921","2,596"
GAFFNEY,"12,805",210,1.64%,"2,922","2,819"
RALSTON,"12,302",210,1.71%,"2,923","2,914"
BEAULIEU,"10,695",210,1.96%,"2,924","3,349"
FUGATE,"10,375",210,2.02%,"2,925","3,441"
DEXTER,"10,099",210,2.08%,"2,926","3,535"
MCCARTER,"9,849",210,2.13%,"2,927","3,605"
YOON,"15,936",209,1.31%,"2,928","2,287"
LENTZ,"15,126",209,1.38%,"2,929","2,396"
CHRISTMAN,"11,987",209,1.74%,"2,930","2,988"
MORRELL,"11,700",209,1.79%,"2,931","3,065"
HAVENS,"11,699",209,1.79%,"2,932","3,066"
SOUTH,"11,178",209,1.87%,"2,933","3,231"
CHARLTON,"10,555",209,1.98%,"2,934","3,383"
TU,"9,230",209,2.26%,"2,935","3,835"
GADDIS,"9,142",209,2.29%,"2,936","3,877"
HOULE,"8,364",209,2.50%,"2,937","4,239"
DECOSTA,"3,280",209,6.37%,"2,938","9,861"
MAU,"3,042",209,6.87%,"2,939","10,541"
FUJII,"2,125",209,9.84%,"2,940","14,139"
MIYASHIRO,"1,671",209,12.51%,"2,941","17,005"
UPSHAW,"7,401",209,2.82%,"2,942","4,778"
NEVES,"4,997",209,4.18%,"2,943","6,748"
BATISTE,"6,640",208,3.13%,"2,944","5,253"
FURTADO,"5,464",208,3.81%,"2,945","6,250"
BOTELHO,"4,726",208,4.40%,"2,946","7,084"
CONTRERAS,"130,164",208,0.16%,"2,947",229
MEJIA,"104,057",208,0.20%,"2,948",300
KOWALSKI,"18,077",208,1.15%,"2,949","1,999"
HAUSER,"15,981",208,1.30%,"2,950","2,279"
FAY,"14,849",208,1.40%,"2,951","2,440"
CHRISTY,"13,750",208,1.51%,"2,952","2,621"
CHAMPAGNE,"12,023",208,1.73%,"2,953","2,982"
FONTAINE,"11,901",208,1.75%,"2,954","3,012"
CRIDER,"10,621",208,1.96%,"2,955","3,362"
WICKER,"10,321",208,2.02%,"2,956","3,462"
HUEY,"9,800",208,2.12%,"2,957","3,625"
GLASGOW,"9,078",208,2.29%,"2,958","3,913"
HASHEMI,"1,245",208,16.71%,"2,959","21,092"
MINTON,"13,737",207,1.51%,"2,960","2,626"
BEARDEN,"13,499",207,1.53%,"2,961","2,670"
LEMONS,"12,322",207,1.68%,"2,962","2,910"
RAINS,"11,737",207,1.76%,"2,963","3,055"
MULLIN,"11,103",207,1.86%,"2,964","3,250"
VAIL,"10,554",207,1.96%,"2,965","3,385"
PEEBLES,"8,843",207,2.34%,"2,966","4,021"
BATTLES,"7,702",207,2.69%,"2,967","4,606"
SPRUILL,"7,683",207,2.69%,"2,968","4,616"
BUSSEY,"7,219",207,2.87%,"2,969","4,880"
CLEARY,"15,980",206,1.29%,"2,970","2,280"
ZEIGLER,"13,135",206,1.57%,"2,971","2,742"
SCHELL,"13,016",206,1.58%,"2,972","2,773"
PAN,"12,664",206,1.63%,"2,973","2,847"
GOSSETT,"11,389",206,1.81%,"2,974","3,170"
RENFRO,"9,806",206,2.10%,"2,975","3,623"
CHISM,"8,253",206,2.50%,"2,976","4,307"
BLYTHE,"7,947",206,2.59%,"2,977","4,470"
OLDS,"7,670",206,2.69%,"2,978","4,627"
TANIGUCHI,"1,289",206,15.98%,"2,979","20,565"
DIEHL,"18,815",205,1.09%,"2,980","1,916"
GANNON,"14,981",205,1.37%,"2,981","2,418"
BEAM,"13,972",205,1.47%,"2,982","2,584"
HOLM,"13,341",205,1.54%,"2,983","2,701"
BELANGER,"12,922",205,1.59%,"2,984","2,793"
REES,"12,754",205,1.61%,"2,985","2,828"
MOULTON,"12,104",205,1.69%,"2,986","2,963"
SPEER,"11,770",205,1.74%,"2,987","3,041"
CULPEPPER,"10,135",205,2.02%,"2,988","3,521"
GADDY,"8,342",205,2.46%,"2,989","4,251"
HAILEY,"8,327",205,2.46%,"2,990","4,256"
BREWINGTON,"5,366",205,3.82%,"2,991","6,352"
MOTEN,"4,734",205,4.33%,"2,992","7,071"
MANALO,"3,571",205,5.74%,"2,993","9,139"
ZAMORA,"61,729",204,0.33%,"2,994",540
CARUSO,"20,367",204,1.00%,"2,995","1,758"
SAUER,"15,430",204,1.32%,"2,996","2,364"
PEASE,"12,937",204,1.58%,"2,997","2,790"
SISK,"12,365",204,1.65%,"2,998","2,901"
HOLTON,"11,731",204,1.74%,"2,999","3,058"
EZELL,"11,121",204,1.83%,"3,000","3,247"
NILES,"10,173",204,2.01%,"3,001","3,511"
TARVER,"9,341",204,2.18%,"3,002","3,788"
BRATTON,"9,300",204,2.19%,"3,003","3,809"
CORNISH,"8,050",204,2.53%,"3,004","4,410"
OTA,"1,984",204,10.28%,"3,005","14,920"
AOKI,"1,838",204,11.10%,"3,006","15,833"
SHIMABUKURO,"1,484",203,13.68%,"3,007","18,579"
DACOSTA,"6,679",203,3.04%,"3,008","5,224"
TORRENCE,"6,419",203,3.16%,"3,009","5,425"
AGUSTIN,"6,375",203,3.18%,"3,010","5,458"
FLAHERTY,"17,926",203,1.13%,"3,011","2,013"
NEUMANN,"17,484",203,1.16%,"3,012","2,067"
BURDICK,"14,081",203,1.44%,"3,013","2,567"
CROUSE,"13,598",203,1.49%,"3,014","2,650"
LIVELY,"11,026",203,1.84%,"3,015","3,279"
FANNING,"11,007",203,1.84%,"3,016","3,284"
HARDESTY,"10,817",203,1.88%,"3,017","3,316"
SANBORN,"10,025",203,2.02%,"3,018","3,558"
NEELEY,"9,288",203,2.19%,"3,019","3,816"
SHERROD,"8,420",203,2.41%,"3,020","4,207"
FUQUA,"8,312",203,2.44%,"3,021","4,274"
KALAMA,666,203,30.48%,"3,022","34,110"
SCHAEFFER,"16,024",202,1.26%,"3,023","2,272"
GRUBB,"14,673",202,1.38%,"3,024","2,456"
STUMP,"14,257",202,1.42%,"3,025","2,539"
THARP,"13,757",202,1.47%,"3,026","2,619"
SCHOFIELD,"12,790",202,1.58%,"3,027","2,822"
CORNWELL,"12,168",202,1.66%,"3,028","2,950"
JAIN,"11,626",202,1.74%,"3,029","3,094"
BARCLAY,"11,568",202,1.75%,"3,030","3,115"
HIGDON,"9,753",202,2.07%,"3,031","3,642"
WYNNE,"9,637",202,2.10%,"3,032","3,686"
LANDON,"9,211",202,2.19%,"3,033","3,844"
MCCREARY,"8,298",202,2.43%,"3,034","4,285"
ETIENNE,"7,867",202,2.57%,"3,035","4,510"
FOLSOM,"7,598",202,2.66%,"3,036","4,667"
IRONS,"7,358",202,2.75%,"3,037","4,804"
SISON,"3,617",202,5.58%,"3,038","9,033"
HOLLOMAN,"7,536",201,2.67%,"3,039","4,708"
CHI,"7,273",201,2.76%,"3,040","4,843"
SCANLAN,"5,654",201,3.56%,"3,041","6,068"
HAIDER,"4,107",201,4.89%,"3,042","8,070"
RAJ,"2,672",201,7.52%,"3,043","11,728"
GREENBERG,"20,897",201,0.96%,"3,044","1,720"
SCHRADER,"16,727",201,1.20%,"3,045","2,171"
LUONG,"14,464",201,1.39%,"3,046","2,499"
REARDON,"14,435",201,1.39%,"3,047","2,509"
ARNDT,"14,031",201,1.43%,"3,048","2,576"
RINEHART,"13,392",201,1.50%,"3,049","2,688"
MAPLES,"10,603",201,1.90%,"3,050","3,367"
ETHERIDGE,"10,420",201,1.93%,"3,051","3,425"
CHA,"9,732",201,2.07%,"3,052","3,654"
LITTLEFIELD,"9,707",201,2.07%,"3,053","3,670"
SWEAT,"9,194",201,2.19%,"3,054","3,856"
GERARD,"9,075",201,2.21%,"3,055","3,914"
CRUSE,"8,614",201,2.33%,"3,056","4,121"
SANTANA,"60,667",200,0.33%,"3,057",556
CONROY,"16,651",200,1.20%,"3,058","2,184"
TRAHAN,"14,114",200,1.42%,"3,059","2,560"
HOUCK,"12,634",200,1.58%,"3,060","2,854"
ADCOCK,"12,599",200,1.59%,"3,061","2,861"
MELLO,"11,670",200,1.71%,"3,062","3,076"
CARY,"11,506",200,1.74%,"3,063","3,138"
STEPP,"10,571",200,1.89%,"3,064","3,376"
TURK,"10,354",200,1.93%,"3,065","3,450"
CATO,"8,298",200,2.41%,"3,066","4,285"
BETHEL,"7,573",200,2.64%,"3,067","4,686"
HOLIDAY,"6,881",200,2.91%,"3,068","5,089"
NOWLIN,"6,692",200,2.99%,"3,069","5,216"
LEVI,"7,500",199,2.65%,"3,070","4,731"
ALFRED,"6,490",199,3.07%,"3,071","5,364"
LARA,"83,067",199,0.24%,"3,072",381
AGUIRRE,"79,517",199,0.25%,"3,073",401
HOFFMANN,"16,966",199,1.17%,"3,074","2,136"
OUELLETTE,"13,984",199,1.42%,"3,075","2,583"
DUENAS,"13,736",199,1.45%,"3,076","2,627"
CURLEY,"12,211",199,1.63%,"3,077","2,936"
BRUMFIELD,"11,842",199,1.68%,"3,078","3,027"
HAMEL,"10,944",199,1.82%,"3,079","3,294"
LENNON,"10,720",199,1.86%,"3,080","3,343"
EARLEY,"10,140",199,1.96%,"3,081","3,518"
CHAFFIN,"9,782",199,2.03%,"3,082","3,629"
MCCUNE,"9,549",199,2.08%,"3,083","3,715"
CORDELL,"9,119",199,2.18%,"3,084","3,893"
KEELING,"8,938",199,2.23%,"3,085","3,975"
SORRELL,"8,641",199,2.30%,"3,086","4,104"
STATEN,"8,021",199,2.48%,"3,087","4,430"
BOSTICK,"7,957",199,2.50%,"3,088","4,460"
SUMPTER,"7,950",199,2.50%,"3,089","4,467"
BRISTOL,"7,694",199,2.59%,"3,090","4,611"
THAMES,"7,619",199,2.61%,"3,091","4,654"
PERSAD,"1,395",199,14.27%,"3,092","19,379"
HARA,"2,603",199,7.65%,"3,093","11,998"
MAH,"2,571",199,7.74%,"3,094","12,124"
GALLEGOS,"68,373",198,0.29%,"3,095",486
WETZEL,"15,849",198,1.25%,"3,096","2,300"
LORENZ,"14,528",198,1.36%,"3,097","2,483"
MILNER,"12,153",198,1.63%,"3,098","2,955"
CHRISTIANSON,"11,951",198,1.66%,"3,099","3,001"
GOOCH,"11,453",198,1.73%,"3,100","3,155"
DEVORE,"11,445",198,1.73%,"3,101","3,157"
PARENT,"11,193",198,1.77%,"3,102","3,225"
MCMURRAY,"9,824",198,2.02%,"3,103","3,613"
BRATCHER,"9,301",198,2.13%,"3,104","3,807"
CRANFORD,"8,883",198,2.23%,"3,105","3,999"
JEANBAPTISTE,"7,915",198,2.50%,"3,106","4,483"
ABDI,"7,484",198,2.65%,"3,107","4,738"
OGATA,"1,402",198,14.12%,"3,108","19,306"
MAHABIR,"1,242",197,15.86%,"3,109","21,144"
SOLIS,"82,146",197,0.24%,"3,110",388
JARRELL,"13,562",197,1.45%,"3,111","2,660"
WHEATLEY,"12,520",197,1.57%,"3,112","2,875"
RUST,"12,086",197,1.63%,"3,113","2,967"
HYMAN,"11,436",197,1.72%,"3,114","3,158"
BROWNLEE,"11,344",197,1.74%,"3,115","3,186"
BRANT,"10,886",197,1.81%,"3,116","3,301"
PULLEN,"10,565",197,1.86%,"3,117","3,381"
BLOCKER,"9,149",197,2.15%,"3,118","3,874"
CRADDOCK,"8,772",197,2.25%,"3,119","4,049"
NAPOLEON,"2,624",197,7.51%,"3,120","11,928"
GONG,"6,079",197,3.24%,"3,121","5,702"
BLAS,"3,612",197,5.45%,"3,122","9,045"
BANKSTON,"7,101",196,2.76%,"3,123","4,953"
GUERRA,"70,071",196,0.28%,"3,124",473
ALTMAN,"16,448",196,1.19%,"3,125","2,217"
HECK,"13,995",196,1.40%,"3,126","2,580"
MCCARTNEY,"13,615",196,1.44%,"3,127","2,645"
MATSON,"12,320",196,1.59%,"3,128","2,911"
HAGGERTY,"11,320",196,1.73%,"3,129","3,194"
MARTELL,"11,158",196,1.76%,"3,130","3,234"
STOWE,"10,668",196,1.84%,"3,131","3,355"
LINDLEY,"10,260",196,1.91%,"3,132","3,482"
LANHAM,"10,170",196,1.93%,"3,133","3,513"
STORM,"9,895",196,1.98%,"3,134","3,596"
HAMDAN,"2,412",196,8.13%,"3,135","12,789"
NAKANO,"2,232",196,8.78%,"3,136","13,583"
PETTIFORD,"3,148",195,6.19%,"3,137","10,237"
BIRDSONG,"5,498",195,3.55%,"3,138","6,220"
